"regionID","solarSystemID","solarSystemName","security","securityClass"
10000002,30000142,"Jita",0.945913,"B"
10000002,30000143,"Niyabainen",0.963924,"A"
10000002,30000144,"Perimeter",0.953123,"A"
10000002,30000145,"New Caldari",1,"A"
10000002,30000146,"Saisio",0.65244,"C"
10000002,30000147,"Abagawa",0.625298,"C"
10000002,30000148,"Jakanerva",0.743252,"C"
10000002,30000149,"Gekutami",0.699187,"C"
10000002,30000150,"Hurtoken",0.585978,"C"
10000002,30000151,"Uoyonen",0.69878,"C"
10000002,30000152,"Hampinen",0.541327,"C"
10000002,30000153,"Poinen",0.558053,"C"
10000002,30000154,"Liekuri",0.600608,"C"
10000002,30000155,"Obanen",0.561732,"C"
10000002,30000156,"Josameto",0.577656,"C"
10000002,30000157,"Otela",0.531907,"C"
10000002,30000158,"Olo",0.676041,"C"
10000002,30000159,"Ikami",0.532008,"C"
10000002,30000160,"Reisen",0.518561,"C"
10000002,30000161,"Purjola",0.520527,"C"
10000002,30000162,"Maila",0.440715,"C1"
10000002,30000163,"Akora",0.324625,"C1"
10000002,30000164,"Messoya",0.315086,"C1"
10000002,30000165,"Ishisomo",0.650832,"C"
10000002,30000166,"Airmia",0.623113,"C"
10000002,30000167,"Sakkikainen",0.594889,"C"
10000002,30000168,"Friggi",0.509153,"C"
10000002,30000169,"Ihakana",0.380809,"C1"
10000002,30000170,"Vahunomi",0.531592,"C"
10000002,30000171,"Otitoh",0.481667,"C"
10000002,30000172,"Otomainen",0.479159,"C"
10000002,30000173,"Vattuolen",0.708073,"C"
10000002,30000174,"Onuse",0.740427,"C"
10000002,30000175,"Soshin",0.634221,"C"
10000002,30000176,"Keikaken",0.721319,"C"
10000002,30000177,"Ukkalen",0.64512,"C"
10000002,30000178,"Akkilen",0.689046,"C"
10000002,30000179,"Silen",0.522203,"C"
10000002,30000180,"Osmon",0.680264,"C"
10000002,30000181,"Korsiki",0.643166,"C"
10000002,30000182,"Inaya",0.55235,"C"
10000002,30000183,"Nuken",0.761306,"B"
10000002,30000184,"Uminas",0.483909,"C"
10000002,30000185,"Airaken",0.503992,"C"
10000002,30000186,"Oijanen",0.351969,"C1"
10000002,30000187,"Wuos",0.561774,"C"
10000002,30000188,"Hentogaira",0.566958,"C"
10000002,30000189,"Kiainti",0.528522,"C"
10000002,30000190,"Vasala",0.493712,"C"
10000002,30000191,"Walvalin",0.378683,"C1"
10000002,30000192,"Otanuomi",0.372287,"C1"
10000002,30000193,"Vouskiaho",0.500279,"C"
10000002,30000194,"Otsela",0.3844,"C1"
10000002,30000195,"Tasti",0.282291,"C1"
10000002,30000196,"Otosela",0.238157,"C2"
10000002,30000197,"Uemon",0.197447,"C2"
10000002,30000198,"Paala",0.134379,"C2"
10000002,30000199,"Fuskunen",0.224637,"C2"
10000002,30000200,"Akkio",0.162151,"C2"
10000002,30000201,"Uchoshi",0.474179,"C"
10000002,30000202,"Mastakomon",0.456966,"C"
10000002,30000203,"Eruka",0.417261,"C1"
10000002,30000204,"Ohkunen",0.384887,"C1"
10000002,30000205,"Obe",0.346931,"C1"
10000002,30000206,"Wirashoda",0.493636,"C"
10000002,30000207,"Osaa",0.329199,"C1"
10000003,30000208,"LZ-6SU",-0.172783,"H"
10000003,30000209,"MC6O-F",-0.280435,"H1"
10000003,30000210,"U54-1L",-0.26807,"H1"
10000003,30000211,"B-588R",-0.15477,"H"
10000003,30000212,"NCGR-Q",-0.260517,"H1"
10000003,30000213,"G-LOIT",-0.157009,"H"
10000003,30000214,"HE-V4V",-0.214403,"H"
10000003,30000215,"N-HSK0",-0.36044,"H2"
10000003,30000216,"05R-7A",-0.401776,"H2"
10000003,30000217,"7-UH4Z",-0.363871,"H2"
10000003,30000218,"5ZO-NZ",-0.303461,"H1"
10000003,30000219,"FS-RFL",-0.370816,"H2"
10000003,30000220,"Y0-BVN",-0.439537,"H2"
10000003,30000221,"X97D-W",-0.427645,"H2"
10000003,30000222,"0-R5TS",-0.218627,"H"
10000003,30000223,"H-UCD1",-0.172229,"H"
10000003,30000224,"7-K5EL",-0.150502,"H"
10000003,30000225,"H-5GUI",-0.140515,"H"
10000003,30000226,"FH-TTC",-0.137553,"H"
10000003,30000227,"FMBR-8",-0.138441,"H"
10000003,30000228,"3HX-DL",-0.423819,"H2"
10000003,30000229,"UH-9ZG",-0.462584,"H3"
10000003,30000230,"NFM-0V",-0.499123,"H3"
10000003,30000231,"YXIB-I",-0.506995,"H3"
10000003,30000232,"MY-T2P",-0.377081,"H2"
10000003,30000233,"FA-DMO",-0.385583,"H2"
10000003,30000234,"GEKJ-9",-0.386354,"H2"
10000003,30000235,"Q-R3GP",-0.355138,"H2"
10000003,30000236,"N-5QPW",-0.392558,"H2"
10000003,30000237,"XV-8JQ",-0.394929,"H2"
10000003,30000238,"WBR5-R",-0.515803,"H3"
10000003,30000239,"4GYV-Q",-0.536556,"H3"
10000003,30000240,"4-HWWF",-0.473026,"H3"
10000003,30000241,"YMJG-4",-0.416894,"H2"
10000003,30000242,"8TPX-N",-0.437192,"H2"
10000003,30000243,"PM-DWE",-0.423653,"H2"
10000003,30000244,"K8X-6B",-0.430215,"H2"
10000003,30000245,"X445-5",-0.413754,"H2"
10000003,30000246,"KRUN-N",-0.386697,"H2"
10000003,30000247,"9OO-LH",-0.466964,"H3"
10000003,30000248,"V-OJEN",-0.316843,"H1"
10000003,30000249,"EIDI-N",-0.406106,"H2"
10000003,30000250,"P3EN-E",-0.27488,"H1"
10000003,30000251,"49-0LI",-0.320104,"H1"
10000003,30000252,"IPAY-2",-0.339134,"H1"
10000003,30000253,"DAYP-G",-0.392761,NULL
10000003,30000254,"IFJ-EL",-0.291599,"H1"
10000003,30000255,"47L-J4",-0.261392,"H1"
10000003,30000256,"Q-L07F",-0.322347,"H1"
10000003,30000257,"E-D0VZ",-0.270339,"H1"
10000003,30000258,"6WW-28",-0.226656,"H"
10000003,30000259,"A8A-JN",-0.270632,"H1"
10000003,30000260,"S-NJBB",-0.281587,"H1"
10000003,30000261,"T-GCGL",-0.733996,"H5"
10000003,30000262,"0MV-4W",-0.662741,"H5"
10000003,30000263,"TVN-FM",-0.645799,"H4"
10000003,30000264,"V-NL3K",-0.763534,"H6"
10000003,30000265,"AZBR-2",-0.709048,"H5"
10000003,30000266,"Z-8Q65",-0.774685,"H6"
10000003,30000267,"0J3L-V",-0.790707,"H6"
10000003,30000268,"H-NOU5",-0.140606,"H"
10000003,30000269,"KX-2UI",-0.158274,"H"
10000003,30000270,"MO-FIF",-0.113224,"H"
10000003,30000271,"97-M96",-0.188873,"H"
10000003,30000272,"MA-XAP",-0.09721,"H"
10000003,30000273,"C-J7CR",-0.08548,"H"
10000003,30000274,"Q-EHMJ",-0.153372,"H"
10000003,30000275,"XSQ-TF",-0.155434,"H"
10000003,30000276,"H-1EOH",-0.171275,"H"
10000003,30000277,"IR-DYY",-0.159339,"H"
10000003,30000278,"C-DHON",-0.123955,"H"
10000003,30000279,"F-D49D",-0.190938,"H"
10000003,30000280,"MQ-O27",-0.128994,"H"
10000003,30000281,"H-EY0P",-0.156086,"H"
10000003,30000282,"UNAG-6",-0.223542,"H"
10000003,30000283,"E-SCTX",-0.208451,"H"
10000003,30000284,"S6QX-N",-0.217691,"H"
10000003,30000285,"IT-YAU",-0.15946,"H"
10000003,30000286,"1VK-6B",-0.169139,"H"
10000003,30000287,"7-PO3P",-0.257891,"H1"
10000003,30000288,"1W-0KS",-0.102556,"H"
10000003,30000289,"669-IX",-0.270158,"H1"
10000003,30000290,"0R-F2F",-0.312841,"H1"
10000003,30000291,"R-P7KL",-0.263981,"H1"
10000003,30000292,"2DWM-2",-0.204039,"H"
10000003,30000293,"XF-PWO",-0.312208,"H1"
10000003,30000294,"1N-FJ8",-0.223295,"H"
10000003,30000295,"VI2K-J",-0.131782,"H"
10000003,30000296,"ZLZ-1Z",-0.171072,"H"
10000003,30000297,"6Y-WRK",-0.15566,"H"
10000003,30000298,"RVCZ-C",-0.142496,"H"
10000003,30000299,"5T-KM3",-0.165974,"H"
10000003,30000300,"LS9B-9",-0.19893,"H"
10000003,30000301,"1-GBBP",-0.771742,"H6"
10000003,30000302,"C-FP70",-0.758771,"H6"
10000003,30000303,"T-ZWA1",-0.751692,"H6"
10000003,30000304,"ZA0L-U",-0.805105,"H6"
10000003,30000305,"G96R-F",-0.87333,"H7"
10000003,30000306,"Y-ZXIO",-0.900438,"H7"
10000003,30000307,"B-E3KQ",-0.25547,"H1"
10000003,30000308,"Y5J-EU",-0.218753,"H"
10000003,30000309,"O-LR1H",-0.247164,"H"
10000003,30000310,"G5ED-Y",-0.266606,"H1"
10000003,30000311,"BR-6XP",-0.247888,"H"
10000003,30000312,"8-TFDX",-0.190766,"H"
10000003,30000313,"UL-4ZW",-0.408137,"H2"
10000003,30000314,"A-QRQT",-0.127802,"H"
10000003,30000315,"WMBZ-U",-0.086599,"H"
10000003,30000316,"PX5-LR",-0.171644,"H"
10000003,30000317,"A3-RQ3",-0.296284,"H1"
10000003,30000318,"9-GBPD",-0.159623,"H"
10000003,30000319,"LS-JEP",-0.243477,"H"
10000003,30000320,"R-RSZZ",-0.436439,"H2"
10000003,30000321,"MGAM-4",-0.575365,"H4"
10000003,30000322,"VORM-W",-0.558546,"H4"
10000003,30000323,"7G-H7D",-0.357808,"H2"
10000003,30000324,"Q3-BAY",-0.809914,"H6"
10000003,30000325,"JZV-F4",-0.852424,"H7"
10000004,30000326,"WF-1LM",-0.0019,NULL
10000004,30000327,"D95-FQ",-0.000212,NULL
10000004,30000328,"ZSPJ-K",-0.000276,NULL
10000004,30000329,"U1F-86",-0.000553,NULL
10000004,30000330,"T-P7A6",-0.001352,NULL
10000004,30000331,"Y-T3JJ",-0.000881,NULL
10000004,30000332,"F3R-IA",-0.001631,NULL
10000004,30000333,"74-YTJ",-0.004054,NULL
10000004,30000334,"8-RS3U",-0.000464,NULL
10000004,30000335,"OVFN-N",-0.000594,NULL
10000004,30000336,"1Q-BBM",-0.000489,NULL
10000004,30000337,"WXNC-N",-0.000554,NULL
10000004,30000338,"G-EA07",-0.001057,NULL
10000004,30000339,"X-L6BO",-0.001317,NULL
10000004,30000340,"D-PHUA",-0.000938,NULL
10000004,30000341,"3-HXHQ",-0.002486,NULL
10000004,30000342,"18A-NB",-0.001639,NULL
10000004,30000343,"3-J5OQ",-0.000715,NULL
10000004,30000344,"GYF-GD",-0.002092,NULL
10000004,30000345,"W-6TS9",-0.000613,NULL
10000004,30000346,"VIG-VR",-0.001785,NULL
10000004,30000347,"KX-P5C",-0.001098,NULL
10000004,30000348,"N-FJBK",-0.001239,NULL
10000004,30000349,"2-4ZT5",-0.001436,NULL
10000004,30000350,"NVN-6F",-0.001849,NULL
10000004,30000351,"09-8TH",-0.002014,NULL
10000004,30000352,"TI0-AX",-0.001735,NULL
10000004,30000353,"7O-POM",-0.000104,NULL
10000004,30000354,"L6Q-SX",-0.000158,NULL
10000004,30000355,"BFJ-TB",-0.000255,NULL
10000004,30000356,"ZZ7-L6",-0.000125,NULL
10000004,30000357,"L-CHVW",-0.000104,NULL
10000004,30000358,"X0LN-U",-0.000496,NULL
10000004,30000359,"RQAE-M",-0.000333,NULL
10000004,30000360,"7CO-SA",-0.000365,NULL
10000004,30000361,"4G-E5A",-0.00078,NULL
10000004,30000362,"A-VWK9",-0.000224,NULL
10000004,30000363,"JQHP-4",-0.000165,NULL
10000004,30000364,"6Q5K-5",-0.000253,NULL
10000004,30000365,"P-MVFP",-0.000172,NULL
10000004,30000366,"J-Z1UW",-0.000939,NULL
10000004,30000367,"W477-P",-0.000332,NULL
10000004,30000368,"NQ1-BL",-0.00077,NULL
10000004,30000369,"K7A-G8",-0.000665,NULL
10000004,30000370,"HP-PMX",-0.00046,NULL
10000004,30000371,"6BN-K9",-0.00041,NULL
10000004,30000372,"WLE-PY",-0.000818,NULL
10000004,30000373,"EH-HXW",-0.00034,NULL
10000004,30000374,"OS-RR3",-0.000635,NULL
10000004,30000375,"V4-GZL",-0.000244,NULL
10000004,30000376,"4C-Z91",-0.001621,NULL
10000004,30000377,"RU-97T",-1,NULL
10000004,30000378,"1S-1V7",-0.000898,NULL
10000004,30000379,"PE1-R1",-0.002211,NULL
10000004,30000380,"Polaris",-0.000633,NULL
10000004,30000381,"JB-007",-0.001171,NULL
10000004,30000382,"USJ2-M",-0.000198,NULL
10000004,30000383,"7M-RAL",-0.000266,NULL
10000004,30000384,"LPBU-U",-0.000175,NULL
10000004,30000385,"RF-342",-0.000157,NULL
10000004,30000386,"J2V-XY",-0.000298,NULL
10000004,30000387,"Z-JBTR",-0.00009,NULL
10000004,30000388,"S-QNXH",-0.000128,NULL
10000004,30000389,"S94-X8",-0.000204,NULL
10000004,30000390,"J-YQEC",-0.000331,NULL
10000004,30000391,"8MX-OR",-0.000437,NULL
10000004,30000392,"97YC-C",-0.000498,NULL
10000004,30000393,"V-AMD5",-0.000506,NULL
10000004,30000394,"U-JC8X",-0.00021,NULL
10000004,30000395,"1HH3-E",-0.000071,NULL
10000004,30000396,"DUIU-Q",-0.00005,NULL
10000004,30000397,"LQH0-H",-0.000031,NULL
10000004,30000398,"FRW3-2",-0.000037,NULL
10000004,30000399,"9MX-1C",-0.000042,NULL
10000004,30000400,"IED-4U",-0.000055,NULL
10000004,30000401,"N-9EOQ",-0.000031,NULL
10000004,30000402,"6F3-TK",-0.000094,NULL
10000004,30000403,"2E0P-2",-0.000053,NULL
10000004,30000404,"U-ITH5",-0.000046,NULL
10000004,30000405,"N-4G5L",-0.000077,NULL
10000004,30000406,"RB-2EA",-0.000042,NULL
10000004,30000407,"ZK5-42",-0.000125,NULL
10000004,30000408,"YRZ-E4",-0.000013,NULL
10000004,30000409,"A3-PAT",-0.000015,NULL
10000004,30000410,"H55-2R",-0.000014,NULL
10000004,30000411,"P6-DBM",-0.000019,NULL
10000004,30000412,"9XI-0X",-0.000011,NULL
10000004,30000413,"Q8T-MC",-0.000008,NULL
10000004,30000414,"Z-YOJ9",-0.001513,NULL
10000004,30000415,"4T4B-L",-0.001954,NULL
10000004,30000416,"F-JB3H",-0.003766,NULL
10000004,30000417,"XBO7-F",-0.00424,NULL
10000004,30000418,"FI-449",-0.004284,NULL
10000004,30000419,"UA7-U4",-0.005921,NULL
10000004,30000420,"VM-QFU",-0.000005,NULL
10000004,30000421,"PU-1Z8",-0.000005,NULL
10000004,30000422,"IEZW-V",-0.000003,NULL
10000004,30000423,"B-DXO9",-0.000002,NULL
10000004,30000424,"1TS-WN",-0.000001,NULL
10000004,30000425,"16-31U",-0.000001,NULL
10000004,30000426,"H472-N",-0.000001,NULL
10000004,30000427,"U8MM-3",-0.000008,NULL
10000004,30000428,"3C-26I",-0.000009,NULL
10000004,30000429,"9K-VDI",-0.000005,NULL
10000004,30000430,"L-SDU7",-0.000017,NULL
10000004,30000431,"4-IPWK",-0.000009,NULL
10000004,30000432,"Q-KCK3",-0.000017,NULL
10000005,30000433,"WU-FHQ",-0.260691,"F1"
10000005,30000434,"V-4DBR",-0.322565,"F1"
10000005,30000435,"B-5UFY",-0.401422,"F2"
10000005,30000436,"SK42-F",-0.315869,"F1"
10000005,30000437,"EU9-J3",-0.25102,"F1"
10000005,30000438,"PQRE-W",-0.620413,"F4"
10000005,30000439,"OEG-K9",-0.798487,"F6"
10000005,30000440,"0-W778",-0.217466,"F"
10000005,30000441,"DG-8VJ",-0.352587,"F2"
10000005,30000442,"5J4K-9",-0.201572,"F"
10000005,30000443,"MD-0AW",-0.199543,"F"
10000005,30000444,"H-FGJO",-0.205113,"F"
10000005,30000445,"1KAW-T",-0.402475,"F2"
10000005,30000446,"C5-SUU",-0.509026,"F3"
10000005,30000447,"XSUD-1",-0.337033,"F1"
10000005,30000448,"3-LJW3",-0.615269,"F4"
10000005,30000449,"ZLO3-V",-0.585749,"F4"
10000005,30000450,"P7MI-T",-0.404885,"F2"
10000005,30000451,"JFV-ID",-0.355765,"F2"
10000005,30000452,"3-3EZB",-0.507582,"F3"
10000005,30000453,"52CW-6",-0.458595,"F3"
10000005,30000454,"9-OUGJ",-0.360652,"F2"
10000005,30000455,"4NDT-W",-0.333607,"F1"
10000005,30000456,"GR-X26",-0.323718,"F1"
10000005,30000457,"6OU9-U",-0.315986,"F1"
10000005,30000458,"9N-0HF",-0.262374,"F1"
10000005,30000459,"U-OVFR",-0.309952,"F1"
10000005,30000460,"G3D-ZT",-0.335146,"F1"
10000005,30000461,"D-0UI0",-0.323092,"F1"
10000005,30000462,"L8-WNE",-0.437693,"F2"
10000005,30000463,"1-GBVE",-0.437498,"F2"
10000005,30000464,"GC-LTF",-0.264347,"F1"
10000005,30000465,"NB-ALM",-0.458769,"F3"
10000005,30000466,"LT-XI4",-0.244602,"F"
10000005,30000467,"L-QQ6P",-0.35182,"F2"
10000005,30000468,"5OJ-G2",-0.469137,"F3"
10000005,30000469,"9-02G0",-0.474947,"F3"
10000005,30000470,"XA5-TY",-0.530378,"F3"
10000005,30000471,"M-XUZZ",-0.459449,"F3"
10000005,30000472,"OFVH-Y",-0.300379,"F1"
10000005,30000473,"2-X0PF",-0.377709,"F2"
10000005,30000474,"1-PGSG",-0.496553,"F3"
10000005,30000475,"QLPX-J",-0.278878,"F1"
10000005,30000476,"A-C5TC",-0.241472,"F"
10000005,30000477,"RZ-PIY",-0.230585,"F"
10000005,30000478,"FR46-E",-0.269145,"F1"
10000005,30000479,"SLVP-D",-0.572055,"F4"
10000005,30000480,"0-G8NO",-0.686598,"F5"
10000005,30000481,"QRFJ-Q",-0.52733,"F3"
10000005,30000482,"HZFJ-M",-0.714063,"F5"
10000005,30000483,"77S8-E",-0.819774,"F6"
10000005,30000484,"FMH-OV",-0.901115,"F7"
10000005,30000485,"TYB-69",-0.336896,"F1"
10000005,30000486,"EDQG-L",-0.21422,"F"
10000005,30000487,"7-P1JO",-0.248771,"F"
10000005,30000488,"T-0JWP",-0.238096,"F"
10000005,30000489,"J-L9MA",-0.238463,"F"
10000005,30000490,"DX-TAR",-0.235248,"F"
10000005,30000491,"A-7XFN",-0.232001,"F"
10000005,30000492,"O3-4MN",-0.252721,"F1"
10000005,30000493,"U-MFTL",-0.309553,"F1"
10000005,30000494,"8FN-GP",-0.511652,"F3"
10000005,30000495,"FIDY-8",-0.515209,"F3"
10000005,30000496,"X40H-9",-0.622517,"F4"
10000005,30000497,"F2W-C6",-0.709616,"F5"
10000005,30000498,"KZ9T-C",-0.77167,"F6"
10000005,30000499,"XW2H-V",-0.865577,"F7"
10000005,30000500,"F9O-U9",-0.169433,"F"
10000005,30000501,"S-51XG",-0.14265,"F"
10000005,30000502,"E-1XVP",-0.210391,"F"
10000005,30000503,"E-ACV6",-0.15587,"F"
10000005,30000504,"BOZ1-O",-0.152751,"F"
10000005,30000505,"QIMO-2",-0.154503,"F"
10000005,30000506,"Z-2Y2Y",-0.152473,"F"
10000005,30000507,"Q0J-RH",-0.135172,"F"
10000005,30000508,"SAI-T9",-0.306624,"F1"
10000005,30000509,"IAS-I5",-0.393201,"F2"
10000005,30000510,"K7S-FF",-0.336389,"F1"
10000005,30000511,"RT-9WL",-0.500871,"F3"
10000005,30000512,"O5Q7-U",-0.602105,"F4"
10000005,30000513,"62O-UE",-0.563763,"F4"
10000005,30000514,"U0W-DR",-0.244208,"F"
10000005,30000515,"SY-UWN",-0.179213,"F"
10000005,30000516,"DX-DFJ",-0.273561,"F1"
10000005,30000517,"X-31TE",-0.201282,"F"
10000005,30000518,"DVWV-3",-0.362885,"F2"
10000005,30000519,"KE-0FB",-0.248539,"F"
10000005,30000520,"I-9GI1",-0.201412,"F"
10000005,30000521,"W6P-7U",-0.32279,"F1"
10000005,30000522,"0IF-26",-0.396336,"F2"
10000005,30000523,"H-93YV",-0.327532,"F1"
10000005,30000524,"E51-JE",-0.280103,"F1"
10000005,30000525,"7-A6XV",-0.452059,"F3"
10000005,30000526,"QXE-1N",-0.347631,"F1"
10000005,30000527,"U69-YC",-0.516499,"F3"
10000005,30000528,"L-L7PE",-0.559378,"F4"
10000006,30000529,"MKIG-5",-0.221997,"I"
10000006,30000530,"YHEN-G",-0.199527,"I"
10000006,30000531,"E-JCUS",-0.215627,"I"
10000006,30000532,"W-QN5X",-0.272211,"I1"
10000006,30000533,"LP1M-Q",-0.243383,"I"
10000006,30000534,"30-YOU",-0.266421,"I1"
10000006,30000535,"384-IN",-0.204379,"I"
10000006,30000536,"4F89-U",-0.245349,"I"
10000006,30000537,"G063-U",-0.295999,"I1"
10000006,30000538,"J7-BDX",-0.411093,"I2"
10000006,30000539,"MLQ-O9",-0.196437,"I"
10000006,30000540,"L-FM3P",-0.170869,"I"
10000006,30000541,"X-ARMF",-0.089626,"I"
10000006,30000542,"8-OZU1",-0.180334,"I"
10000006,30000543,"0TYR-T",-0.155502,"I"
10000006,30000544,"GM-50Y",-0.166767,"I"
10000006,30000545,"G9L-LP",-0.147849,"I"
